cod_tuss,desc_procediemento,rol_ans,subgrupo,grupo,capitulo
40201031,Broncoscopia com biópsia transbrônquica,BRONCOSCOPIA COM BIÓPSIA TRANSBRÔNQUICA COM ACOMPANHAMENTO RADIOSCÓPICO,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201058,Broncoscopia com ou sem aspirado ou lavado brônquico bilateral,"BRONCOSCOPIA COM OU SEM BIÓPSIA, ASPIRADO, ESCOVADO, LAVADO BRONCOALVEOLAR, PUNÇÃO, CATETER PROTEGIDO E CURETA",ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201066,Cistoscopia e/ou uretroscopia,CISTOSCOPIA E/OU URETROSCOPIA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201074,Colangiopancreatografia retrógrada endoscópica,COLANGIOPANCREATOGRAFIA RETRÓGRADA ENDOSCÓPICA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201082,Colonoscopia (inclui a retossigmoidoscopia),COLONOSCOPIA COM BIÓPSIA E/OU CITOLOGIA COM OU SEM DILATAÇÃO SEGMENTAR OU ESTENOSTOMIA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201090,Colonoscopia com magnificação,COLONOSCOPIA COM BIÓPSIA E/OU CITOLOGIA COM OU SEM DILATAÇÃO SEGMENTAR OU ESTENOSTOMIA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201104,Ecoendoscopia alta,ECOENDOSCOPIA (ULTRASSOM ENDOSCÓPICO) COM OU SEM PUNÇÃO POR AGULHA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201112,Ecoendoscopia baixa,ECOENDOSCOPIA (ULTRASSOM ENDOSCÓPICO) COM OU SEM PUNÇÃO POR AGULHA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201120,Endoscopia digestiva alta,ENDOSCOPIA DIGESTIVA ALTA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201139,Endoscopia digestiva alta com magnificação,ENDOSCOPIA DIGESTIVA ALTA COM BIÓPSIA E/OU CITOLOGIA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201147,Enteroscopia,ENTEROSCOPIA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201155,Histeroscopia diagnóstica com biópsia,HISTEROSCOPIA DIAGNÓSTICA COM OU SEM BIÓPSIA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201163,Laparoscopia,LAPAROSCOPIA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201171,Retossigmoidoscopia flexível,RETOSSIGMOIDOSCOPIA RÍGIDA OU FLEXÍVEL COM OU SEM BIÓPSIA E/OU CITOLOGIA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201180,Retossigmoidoscopia rígida,RETOSSIGMOIDOSCOPIA RÍGIDA OU FLEXÍVEL COM OU SEM POLIPECTOMIA E/OU MUCOSECTOMIA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201198,Vídeo-endoscopia do esfíncter velo-palatino com ótica flexível,VÍDEO-ENDOSCOPIA DO ESFÍNCTER VELO-PALATINO COM ÓTICA FLEXÍVEL OU RÍGIDA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201201,Vídeo-endoscopia do esfíncter velo-palatino com ótica rígida,VÍDEO-ENDOSCOPIA DO ESFÍNCTER VELO-PALATINO COM ÓTICA FLEXÍVEL OU RÍGIDA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201210,Vídeo-endoscopia naso-sinusal com ótica flexível,VÍDEO-ENDOSCOPIA NASO-SINUSAL COM ÓTICA FLEXÍVEL OU RÍGIDA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201228,Vídeo-endoscopia naso-sinusal com ótica rígida,VÍDEO-ENDOSCOPIA NASO-SINUSAL COM ÓTICA FLEXÍVEL OU RÍGIDA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201236,Vídeo-laringo-estroboscopia com endoscópio flexível,VÍDEO-LARINGO-ESTROBOSCOPIA COM ENDOSCÓPIO FLEXÍVEL OU RÍGIDO,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201244,Vídeo-laringo-estroboscopia com endoscópio rígido,VÍDEO-LARINGO-ESTROBOSCOPIA COM ENDOSCÓPIO FLEXÍVEL OU RÍGIDO,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201252,Vídeo-faringo-laringoscopia com endoscópio flexível,VÍDEO-FARINGO-LARINGOSCOPIA COM ENDOSCÓPIO FLEXÍVEL OU RÍGIDO,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201260,Vídeo-faringo-laringoscopia com endoscópio rígido,VÍDEO-FARINGO-LARINGOSCOPIA COM ENDOSCÓPIO FLEXÍVEL OU RÍGIDO,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201279,Ureteroscopia flexível unilateral,URETEROSCOPIA FLEXÍVEL OU RÍGIDO,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201287,Ureteroscopia rígida unilateral,URETEROSCOPIA FLEXÍVEL OU RÍGIDO,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201309,Avaliação endoscópica da deglutição (FEES),AVALIAÇÃO ENDOSCÓPICA DA DEGLUTIÇÃO (FEES),ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201317,Medida de pressão de varizes de esôfago endoscópica,---,---,---,---
40201325,Videoquimografia laríngea,---,---,---,---
40201333,Endoscopia digestiva alta com cromoscopia,ENDOSCOPIA DIGESTIVA ALTA COM BIÓPSIA E/OU CITOLOGIA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201341,Enteroscopia do intestino delgado com cápsula endoscópica,ENTEROSCOPIA DO INTESTINO DELGADO COM CÁPSULA ENDOSCÓPICA (COM DIRETRIZ DE UTILIZAÇÃO),ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201350,Colonoscopia com cromoscopia,COLONOSCOPIA COM BIÓPSIA E/OU CITOLOGIA COM OU SEM DILATAÇÃO SEGMENTAR OU ESTENOSTOMIA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201368,Broncoscopia com cromoscopia,BRONCOSCOPIA COM BIÓPSIA TRANSBRÔNQUICA COM ACOMPANHAMENTO RADIOSCÓPICO,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201376,Aplicação de plasma de argônio por endoscopia digestiva alta,---,---,---,---
40201384,Aplicação de plasma de argônio por broncoscopia,---,---,---,---
40201392,Aplicação de plasma de argônio por colonoscopia,---,---,---,---
40201406,Aplicação de plasma de argônio por sigmoidoscopia,---,---,---,---
40202011,Aritenoidectomia microcirúrgica endoscópica,ARITENOIDECTOMIA MICROCIRÚRGICA ENDOSCÓPICA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202038,Endoscopia digestiva alta com biópsia e/ou citologia,ENDOSCOPIA DIGESTIVA ALTA COM BIÓPSIA E/OU CITOLOGIA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202046,Biópsias por laparoscopia,BIÓPSIAS POR LAPAROSCOPIA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202054,Broncoscopia com biópsia transbrônquica com acompanhamento radioscópico,BRONCOSCOPIA COM BIÓPSIA TRANSBRÔNQUICA COM ACOMPANHAMENTO RADIOSCÓPICO,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202062,Cecostomia,CECOSTOMIA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202070,Cistoenterostomia com colocação de prótese ou dreno,---,---,---,---
40202089,Colagem de fístula por via endoscópica,COLAGEM DE FÍSTULA POR VIA ENDOSCÓPICA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202097,Colocação de cânula sob orientação endoscópica,COLOCAÇÃO DE CÂNULA SOB ORIENTAÇÃO ENDOSCÓPICA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202100,Colocação de cateter para braquiterapia endobrônquica,COLOCAÇÃO DE CATETER PARA BRAQUITERAPIA ENDOBRÔNQUICA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202119,Colocação de prótese coledociana por via endoscópica,COLOCAÇÃO DE PRÓTESE COLEDOCIANA POR VIA ENDOSCÓPICA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202127,Colocação de prótese traqueal ou brônquica,COLOCAÇÃO DE PRÓTESE TRAQUEAL OU BRÔNQUICA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202135,Colonoscopia com magnificação e tatuagem,COLONOSCOPIA COM BIÓPSIA E/OU CITOLOGIA COM OU SEM DILATAÇÃO SEGMENTAR OU ESTENOSTOMIA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202143,Descompressão colônica por colonoscopia,DESCOMPRESSÃO COLÔNICA POR COLONOSCOPIA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202151,Desobstrução brônquica com laser ou eletrocautério,DESOBSTRUÇÃO BRÔNQUICA COM LASER OU ELETROCAUTÉRIO,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202160,Desobstrução brônquica por broncoaspiração,DESOBSTRUÇÃO BRÔNQUICA POR BRONCOASPIRAÇÃO,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202178,Dilatação de estenose laringo-traqueo-brônquica,DILATAÇÃO DE ESTENOSE BRÔNQUICA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202178,Dilatação de estenose laringo-traqueo-brônquica,DILATAÇÃO PARA TRATAMENTO DE ESTENOSE LARINGO-TRAQUEAL,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202178,Dilatação de estenose laringo-traqueo-brônquica,LARINGOSCOPIA/TRAQUEOSCOPIA COM DILATAÇÃO DE ESTENOSE,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202178,Dilatação de estenose laringo-traqueo-brônquica,TRATAMENTO ENDOSCÓPICO DA ESTENOSE LARÍNGEA,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40202186,"Dilatação instrumental do esôfago, estômago ou duodeno","DILATAÇÃO INSTRUMENTAL DO ESÔFAGO, ESTÔMAGO OU DUODENO",ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202194,Dilatação instrumental e injeção de substância medicamentosa por endoscopia,DILATAÇÃO INSTRUMENTAL E INJEÇÃO DE SUBSTÂNCIA MEDICAMENTOSA POR ENDOSCOPIA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202208,Diverticulotomia - aparelho digestivo,DIVERTICULOTOMIA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202216,Drenagem cavitária por laparoscopia,DRENAGEM CAVITÁRIA POR LAPAROSCOPIA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202224,Ecoendoscopia com cistoenterostomia,---,---,---,---
40202232,Ecoendoscopia com neurólise de plexo celíaco,---,---,---,---
40202240,Ecoendoscopia com punção por agulha,ECOENDOSCOPIA (ULTRASSOM ENDOSCÓPICO) COM OU SEM PUNÇÃO POR AGULHA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202259,"Esclerose de varizes de esôfago, estômago ou duodeno","ESCLEROSE DE VARIZES DE ESÔFAGO, ESTÔMAGO OU DUODENO",ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202267,Estenostomia endoscópica,ESTENOSTOMIA ENDOSCÓPICA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202283,Gastrostomia endoscópica,GASTROSTOMIA ENDOSCÓPICA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202291,"Hemostasia mecânica do esôfago, estômago ou duodeno","HEMOSTASIA MECÂNICA E/OU TÉRMICA DO ESÔFAGO, ESTÔMAGO OU DUODENO",ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202305,Hemostasia térmica por endoscopia,HEMOSTASIA TÉRMICA POR ENDOSCOPIA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202313,Hemostasias de cólon,HEMOSTASIAS DE CÓLON,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202330,Injeção de substância medicamentosa por endoscopia,DILATAÇÃO INSTRUMENTAL E INJEÇÃO DE SUBSTÂNCIA MEDICAMENTOSA POR ENDOSCOPIA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202348,Introdução de prótese no esôfago,INTRODUÇÃO DE PRÓTESE NO ESÔFAGO,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202356,Jejunostomia endoscópica,JEJUNOSTOMIA ENDOSCÓPICA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202364,Laringoscopia com microscopia para exérese de pólipo/nódulo/papiloma,LARINGOSCOPIA/TRAQUEOSCOPIA COM OU SEM MICROSCOPIA PARA RETIRADA DE PÓLIPO/NÓDULO/PAPILOMA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202372,Laringoscopia com retirada de corpo estranho de laringe/faringe (tubo flexível),LARINGOSCOPIA COM RETIRADA DE CORPO ESTRANHO DE LARINGE/FARINGE (TUBO FLEXÍVEL),ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202399,Laringoscopia/traqueoscopia com exérese de pólipo/nódulo/papiloma,LARINGOSCOPIA/TRAQUEOSCOPIA COM OU SEM MICROSCOPIA PARA RETIRADA DE PÓLIPO/NÓDULO/PAPILOMA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202410,Laringoscopia/traqueoscopia com retirada de corpo estranho (tubo rígido),RETIRADA ENDOSCÓPICA DE CORPO ESTRANHO QUALQUER LOCALIZAÇÃO,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202429,Laringoscopia/traqueoscopia para diagnóstico e biópsia (tubo rígido),LARINGOSCOPIA DIRETA PARA DIAGNÓSTICO,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40202429,Laringoscopia/traqueoscopia para diagnóstico e biópsia (tubo rígido),LARINGOSCOPIA/TRAQUEOSCOPIA PARA DIAGNÓSTICO E BIÓPSIA (TUBO RÍGIDO OU FLEXÌVEL),ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202437,Laringoscopia/traqueoscopia para diagnóstico e biópsia com aparelho flexível,LARINGOSCOPIA DIRETA PARA DIAGNÓSTICO,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40202437,Laringoscopia/traqueoscopia para diagnóstico e biópsia com aparelho flexível,LARINGOSCOPIA/TRAQUEOSCOPIA PARA DIAGNÓSTICO E BIÓPSIA (TUBO RÍGIDO OU FLEXÌVEL),ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202445,Laringoscopia/traqueoscopia para intubação oro ou nasotraqueal,LARINGOSCOPIA/TRAQUEOSCOPIA PARA INTUBAÇÃO ORO OU NASOTRAQUEAL,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202453,"Ligadura elástica do esôfago, estômago ou duodeno","LIGADURA ELÁSTICA DO ESÔFAGO, ESTÔMAGO OU DUODENO",ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202470,Mucosectomia,MUCOSECTOMIA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202488,Nasofibrolaringoscopia para diagnóstico e/ou biópsia,NASOFIBROLARINGOSCOPIA PARA DIAGNÓSTICO E/OU BIÓPSIA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202496,Papilotomia biópsia e/ou citologia biliar e pancreática,BIÓPSIA,PROCEDIMENTOS,EXAMES ESPECÍFICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202496,Papilotomia biópsia e/ou citologia biliar e pancreática,PAPILOTOMIA E DILATAÇÃO BILIAR OU PANCREÁTICA COM OU SEM COLOCAÇÃO DE PROTESE OU DRENO,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202496,Papilotomia biópsia e/ou citologia biliar e pancreática,PAPILOTOMIA ENDOSCÓPICA (PARA RETIRADA DE CÁLCULOS COLEDOCIANOS OU DRENAGEM BILIAR),ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202500,Papilotomia e dilatação biliar ou pancreática,PAPILOTOMIA E DILATAÇÃO BILIAR OU PANCREÁTICA COM OU SEM COLOCAÇÃO DE PROTESE OU DRENO,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202518,Papilotomia endoscópica (para retirada de cálculos coledocianos ou drenagem biliar),ENDOSCOPIA COM PAPILOTOMIA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202518,Papilotomia endoscópica (para retirada de cálculos coledocianos ou drenagem biliar),PAPILOTOMIA ENDOSCÓPICA (PARA RETIRADA DE CÁLCULOS COLEDOCIANOS OU DRENAGEM BILIAR),ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202526,"Papilotomia, dilatação e colocação de prótese ou dreno biliar ou pancreático",PAPILOTOMIA E DILATAÇÃO BILIAR OU PANCREÁTICA COM OU SEM COLOCAÇÃO DE PROTESE OU DRENO,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202534,Passagem de sonda naso-enteral,PASSAGEM DE SONDA NASO-ENTERAL,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202542,Polipectomia de cólon (independente do número de pólipos),POLIPECTOMIA DE CÓLON,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202550,"Polipectomia do esôfago, estômago ou duodeno (independente do número de pólipos)","POLIPECTOMIA DO ESÔFAGO, ESTÔMAGO E DUODENO",ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202569,Retirada de corpo estranho do cólon,RETIRADA ENDOSCÓPICA DE CORPO ESTRANHO QUALQUER LOCALIZAÇÃO,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202577,"Retirada de corpo estranho do esôfago, estômago ou duodeno",RETIRADA ENDOSCÓPICA DE CORPO ESTRANHO QUALQUER LOCALIZAÇÃO,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202585,Retirada de corpo estranho no brônquio ou brônquico,RETIRADA ENDOSCÓPICA DE CORPO ESTRANHO QUALQUER LOCALIZAÇÃO,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40202593,Retirada de tumor ou papiloma por broncoscopia,RETIRADA DE TUMOR OU PAPILOMA OU POLIPO POR BRONCOSCOPIA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
